"age","workclass","fnlwgt","education","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country"
69,"Self-emp-inc",69209,"Bachelors","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",3818,0,30,"United-States"
50,"Private",88842,"Bachelors","Married-civ-spouse","Transport-moving","Husband","White","Male",7298,0,40,"United-States"
59,"Self-emp-not-inc",104216,"Prof-school","Married-civ-spouse","Sales","Husband","White","Male",0,0,25,"United-States"
52,"Private",198824,"Assoc-voc","Separated","Other-service","Unmarried","White","Female",0,0,35,"United-States"
27,"Private",93021,"HS-grad","Never-married","Adm-clerical","Unmarried","Other","Female",0,0,40,"United-States"
47,"Private",188330,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,25,"United-States"
51,"Private",103407,"HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
33,"Private",326104,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States"
46,"Private",238162,"Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States"
50,"Private",221336,"HS-grad","Divorced","Adm-clerical","Other-relative","Asian-Pac-Islander","Female",0,0,40,"Philippines"
60,"Private",76127,"Assoc-acdm","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,35,"United-States"
56,"Federal-gov",162137,"HS-grad","Married-civ-spouse","Transport-moving","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States"
28,"Private",128509,"5th-6th","Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,
27,"Self-emp-inc",243871,"Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,45,"United-States"
55,"Self-emp-not-inc",161334,"HS-grad","Widowed","Other-service","Not-in-family","White","Female",0,0,25,"Nicaragua"
32,"Private",115631,"Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",4101,0,50,"United-States"
40,"Private",163215,"Bachelors","Divorced","Exec-managerial","Not-in-family","White","Female",10520,0,40,"United-States"
18,,423460,"11th","Never-married",,"Own-child","White","Male",0,0,36,"United-States"
64,"Private",91343,"Some-college","Widowed","Tech-support","Unmarried","White","Female",0,0,40,"United-States"
78,"Local-gov",136198,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,15,"United-States"
27,"Federal-gov",409815,"Some-college","Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States"
46,"Local-gov",377622,"HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States"
40,"State-gov",229364,"Masters","Divorced","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States"
21,"Private",34616,"Some-college","Never-married","Other-service","Own-child","White","Female",0,0,25,"United-States"
43,"Private",125461,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,65,"United-States"
54,"Private",178251,"Assoc-acdm","Widowed","Adm-clerical","Unmarried","White","Female",0,0,30,"United-States"
34,"Private",33945,"HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",6849,0,55,"United-States"
25,"Private",216010,"Assoc-acdm","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States"
30,"Private",272451,"Bachelors","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
24,"Private",379066,"Some-college","Never-married","Adm-clerical","Not-in-family","White","Male",0,2205,24,"United-States"
39,"Private",548510,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,30,"United-States"
58,"Self-emp-inc",349910,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United-States"
41,"Local-gov",344624,"Some-college","Married-civ-spouse","Other-service","Husband","White","Male",0,1485,40,"United-States"
37,"Self-emp-inc",186359,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male",7688,0,60,"United-States"
26,,188343,"HS-grad","Never-married",,"Unmarried","Black","Female",0,0,40,"United-States"
33,"Private",149220,"Assoc-voc","Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States"
29,"Private",277788,"Some-college","Married-civ-spouse","Sales","Wife","White","Female",0,0,25,"United-States"
30,"Private",37646,"Some-college","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States"
47,"Private",573583,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,48,"Italy"
31,"Private",59083,"Some-college","Married-civ-spouse","Other-service","Husband","White","Male",0,1672,50,"United-States"
28,"Private",159001,"HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,"United-States"
40,"Private",146659,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States"
56,"Private",170148,"HS-grad","Divorced","Craft-repair","Unmarried","Black","Male",0,0,40,"United-States"
35,"Private",173858,"HS-grad","Married-spouse-absent","Craft-repair","Not-in-family","Asian-Pac-Islander","Male",0,0,40,
60,"Private",232618,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,35,"United-States"
68,,133758,"7th-8th","Widowed",,"Not-in-family","Black","Male",0,0,10,"United-States"
38,"Private",183279,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,44,"United-States"
36,"Private",131239,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",3103,0,45,"United-States"
35,"Private",182074,"HS-grad","Divorced","Handlers-cleaners","Own-child","White","Male",0,0,35,"United-States"
38,"Private",234962,"HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",2829,0,30,"Mexico"
39,"Self-emp-inc",122742,"Assoc-acdm","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,55,"United-States"
36,"Private",140583,"HS-grad","Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States"
28,,192569,"HS-grad","Never-married",,"Own-child","Black","Male",0,0,40,"United-States"
20,"Private",337639,"Some-college","Never-married","Sales","Own-child","White","Male",0,0,40,"United-States"
74,"Self-emp-inc",162340,"Some-college","Widowed","Exec-managerial","Unmarried","White","Male",0,0,40,"United-States"
51,"Self-emp-not-inc",145409,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male",15024,0,50,"United-States"
45,"State-gov",263982,"Some-college","Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States"
42,"Local-gov",245307,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,48,"United-States"
26,"Private",200639,"Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States"
25,,237865,"Some-college","Never-married",,"Own-child","Black","Male",0,0,40,
60,"Private",191188,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States"
44,"Private",160574,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,65,"United-States"
56,"Federal-gov",130454,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
31,"Private",111567,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States"
43,"Self-emp-not-inc",198096,"Masters","Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States"
40,"Private",291192,"HS-grad","Widowed","Sales","Not-in-family","White","Female",0,0,40,"United-States"
49,"Private",199029,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,2415,55,"United-States"
39,"Private",129597,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male",3464,0,40,"United-States"
52,"Private",141301,"HS-grad","Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States"
36,"Self-emp-not-inc",367020,"7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"United-States"
26,"Private",187577,"Assoc-voc","Never-married","Sales","Not-in-family","White","Male",0,0,55,"United-States"
46,"Self-emp-inc",278322,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States"
23,"Private",145651,"Some-college","Never-married","Sales","Own-child","Black","Female",0,0,20,"United-States"
30,"Private",186269,"Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States"
30,"Private",403433,"Bachelors","Never-married","Prof-specialty","Not-in-family","Black","Male",0,0,50,"United-States"
73,"Private",123160,"10th","Widowed","Other-service","Not-in-family","White","Female",0,0,10,"United-States"
30,"Private",123178,"10th","Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States"
22,"Private",51136,"Some-college","Never-married","Tech-support","Not-in-family","White","Female",0,0,60,"United-States"
53,"Private",200576,"11th","Divorced","Craft-repair","Other-relative","White","Female",0,0,40,"United-States"
39,"Private",352248,"Assoc-acdm","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States"
46,"Private",283037,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States"
20,"Private",195770,"Some-college","Never-married","Adm-clerical","Own-child","White","Male",0,0,26,"United-States"
29,"Private",129856,"Assoc-voc","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States"
57,"Self-emp-inc",42959,"Bachelors","Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States"
21,"Private",256356,"11th","Never-married","Priv-house-serv","Other-relative","White","Female",0,0,40,"Mexico"
51,"Private",138847,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
38,"Private",348739,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States"
21,"Private",34506,"HS-grad","Separated","Other-service","Own-child","White","Female",0,0,35,"United-States"
30,"Private",179446,"HS-grad","Separated","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States"
46,"Self-emp-not-inc",57452,"Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
38,"Private",203836,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male",3464,0,40,"Columbia"
34,"Private",173730,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States"
29,"Private",169815,"Assoc-acdm","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States"
34,"Private",340940,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male",7298,0,60,"United-States"
46,"State-gov",192779,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,40,"United-States"
40,,162108,"Bachelors","Divorced",,"Not-in-family","White","Female",0,0,50,"United-States"
20,"Private",161922,"HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,43,"United-States"
31,"Local-gov",188798,"Bachelors","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States"
35,"Private",340428,"Bachelors","Never-married","Sales","Unmarried","White","Female",0,0,40,"United-States"
46,"State-gov",106705,"Masters","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,38,"United-States"
44,"Private",54507,"HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States"
26,"Private",139098,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",5013,0,40,"United-States"
32,"Self-emp-not-inc",65278,"Doctorate","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
45,"Self-emp-not-inc",204205,"10th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,65,"United-States"
52,"Private",338816,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,45,"United-States"
21,"Private",197387,"HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,"United-States"
24,"Private",102493,"HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States"
47,"Private",115358,"HS-grad","Divorced","Machine-op-inspct","Not-in-family","Black","Female",0,0,40,"United-States"
24,"Private",69045,"Some-college","Never-married","Sales","Not-in-family","Black","Male",0,0,40,"Jamaica"
51,"Private",35576,"HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,38,"United-States"
19,,365871,"7th-8th","Never-married",,"Not-in-family","White","Male",0,0,40,"Mexico"
17,"Private",115551,"11th","Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States"
27,"Private",36440,"Prof-school","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,65,"United-States"
27,"Self-emp-inc",153546,"Assoc-voc","Married-civ-spouse","Other-service","Wife","White","Female",0,0,36,"United-States"
17,"Private",354201,"HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States"
52,"Private",363405,"HS-grad","Separated","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States"
63,"Private",181863,"Bachelors","Never-married","Sales","Not-in-family","White","Male",0,0,27,"United-States"
35,"Private",236910,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States"
22,"Private",203182,"Bachelors","Never-married","Exec-managerial","Other-relative","White","Female",0,0,20,"United-States"
32,"Private",180296,"Some-college","Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States"
39,"Private",218490,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,1848,40,"United-States"
39,"Private",343403,"HS-grad","Married-civ-spouse","Sales","Wife","White","Female",0,0,36,"United-States"
18,"Private",104704,"HS-grad","Never-married","Adm-clerical","Own-child","Black","Male",0,0,40,"United-States"
44,"Private",59474,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States"
33,"Private",274222,"Bachelors","Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male",7688,0,38,"United-States"
57,"Private",145189,"Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
62,"Self-emp-not-inc",171315,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States"
51,"Private",255412,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"France"
